year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,6,1508,1504,4,1644,1640,4,EV,4212,N18101,EWR,RDU,75,416,15,4,2013-01-06T20:00:00Z
2013,1,6,1510,1510,0,1814,1801,13,UA,750,N535UA,EWR,MCO,142,937,15,10,2013-01-06T20:00:00Z
2013,1,6,1512,1504,8,1628,1640,-12,UA,279,N458UA,EWR,ORD,116,719,15,4,2013-01-06T20:00:00Z
2013,1,6,1513,1508,5,1722,1705,17,EV,4326,N12924,EWR,CLT,98,529,15,8,2013-01-06T20:00:00Z
2013,1,6,1513,1506,7,1811,1819,-8,UA,1285,N17128,EWR,LAX,335,2454,15,6,2013-01-06T20:00:00Z
2013,1,6,1515,1434,41,1827,1737,50,UA,404,N571UA,EWR,MIA,165,1085,14,34,2013-01-06T19:00:00Z
2013,1,6,1518,1505,13,1811,1737,34,EV,3817,N10575,EWR,JAX,145,820,15,5,2013-01-06T20:00:00Z
2013,1,6,1520,1436,44,1629,1543,46,EV,3832,N13995,EWR,DCA,44,199,14,36,2013-01-06T19:00:00Z
2013,1,6,1520,1517,3,1836,1811,25,B6,537,N510JB,EWR,TPA,167,997,15,17,2013-01-06T20:00:00Z
2013,1,6,1523,1526,-3,1727,1731,-4,EV,4170,N27200,EWR,GRR,96,605,15,26,2013-01-06T20:00:00Z
2013,1,6,1534,1515,19,1848,1807,41,UA,1205,N67058,EWR,IAH,204,1400,15,15,2013-01-06T20:00:00Z
2013,1,6,1538,1545,-7,1805,1815,-10,DL,1942,N326NB,EWR,ATL,126,746,15,45,2013-01-06T20:00:00Z
2013,1,6,1539,1526,13,1711,1659,12,EV,3835,N14902,EWR,BNA,133,748,15,26,2013-01-06T20:00:00Z
2013,1,6,1545,1539,6,1637,1655,-18,UA,581,N462UA,EWR,BOS,37,200,15,39,2013-01-06T20:00:00Z
2013,1,6,1545,1545,0,1903,1850,13,UA,1624,N78511,EWR,FLL,171,1065,15,45,2013-01-06T20:00:00Z
2013,1,6,1546,1525,21,1654,1638,16,EV,4349,N11164,EWR,ORF,55,284,15,25,2013-01-06T20:00:00Z
2013,1,6,1559,1559,0,1759,1803,-4,EV,4667,N11113,EWR,MSP,155,1008,15,59,2013-01-06T20:00:00Z
2013,1,6,1600,1600,0,1719,1734,-15,UA,562,N416UA,EWR,ORD,117,719,16,0,2013-01-06T21:00:00Z
2013,1,6,1604,1600,4,1828,1815,13,EV,3820,N22909,EWR,SDF,121,642,16,0,2013-01-06T21:00:00Z
2013,1,6,1606,1614,-8,1813,1811,2,EV,4092,N13132,EWR,DAY,90,533,16,14,2013-01-06T21:00:00Z
2013,1,6,1609,1515,54,1906,1844,22,UA,1111,N31412,EWR,SFO,341,2565,15,15,2013-01-06T20:00:00Z
2013,1,6,1621,1550,31,1726,1710,16,WN,4215,N224WN,EWR,MDW,109,711,15,50,2013-01-06T20:00:00Z
2013,1,6,1624,1623,1,1722,1730,-8,EV,4299,N26549,EWR,DCA,41,199,16,23,2013-01-06T21:00:00Z
2013,1,6,1627,1639,-12,1720,1755,-35,B6,1176,N183JB,EWR,BOS,37,200,16,39,2013-01-06T21:00:00Z
2013,1,6,1631,1635,-4,1747,1810,-23,MQ,3695,N504MQ,EWR,ORD,114,719,16,35,2013-01-06T21:00:00Z
2013,1,6,1631,1630,1,1930,1922,8,UA,1178,N68160,EWR,IAH,214,1400,16,30,2013-01-06T21:00:00Z
2013,1,6,1632,1635,-3,1947,2000,-13,US,656,N667AW,EWR,PHX,294,2133,16,35,2013-01-06T21:00:00Z
2013,1,6,1633,1555,38,1903,1847,16,UA,1197,N71411,EWR,LAS,306,2227,15,55,2013-01-06T20:00:00Z
2013,1,6,1634,1633,1,1807,1814,-7,UA,1719,N35260,EWR,CLE,65,404,16,33,2013-01-06T21:00:00Z
2013,1,6,1635,1615,20,1846,1845,1,WN,171,N458WN,EWR,DEN,228,1605,16,15,2013-01-06T21:00:00Z
2013,1,6,1636,1645,-9,1901,1853,8,EV,4997,N713EV,EWR,DTW,86,488,16,45,2013-01-06T21:00:00Z
2013,1,6,1636,1550,46,1927,1902,25,UA,1200,N78524,EWR,SAN,330,2425,15,50,2013-01-06T20:00:00Z
2013,1,6,1637,1635,2,1945,1945,0,WN,891,N207WN,EWR,HOU,224,1411,16,35,2013-01-06T21:00:00Z
2013,1,6,1641,1600,41,1954,1903,51,B6,509,N537JB,EWR,FLL,168,1065,16,0,2013-01-06T21:00:00Z
2013,1,6,1641,1627,14,1935,1919,16,UA,1262,N39450,EWR,MCO,148,937,16,27,2013-01-06T21:00:00Z
2013,1,6,1646,1536,70,1859,1744,75,EV,4352,N11547,EWR,CVG,111,569,15,36,2013-01-06T20:00:00Z
2013,1,6,1646,1634,12,1850,1837,13,EV,4411,N16561,EWR,MEM,160,946,16,34,2013-01-06T21:00:00Z
2013,1,6,1646,1644,2,2000,2020,-20,UA,1163,N37255,EWR,SAT,234,1569,16,44,2013-01-06T21:00:00Z
2013,1,6,1647,1648,-1,1823,1824,-1,UA,627,N803UA,EWR,ORD,115,719,16,48,2013-01-06T21:00:00Z
2013,1,6,1658,1705,-7,1953,2010,-17,AA,1905,N4WLAA,EWR,DFW,215,1372,17,5,2013-01-06T22:00:00Z
2013,1,6,1703,1700,3,1928,1935,-7,DL,2042,N310DE,EWR,ATL,120,746,17,0,2013-01-06T22:00:00Z
2013,1,6,1704,1707,-3,1811,1815,-4,EV,4373,N18557,EWR,DCA,41,199,17,7,2013-01-06T22:00:00Z
2013,1,6,1706,1706,0,1807,1808,-1,EV,4316,N16170,EWR,BWI,39,169,17,6,2013-01-06T22:00:00Z
2013,1,6,1710,1707,3,1803,1830,-27,UA,531,N417UA,EWR,BOS,36,200,17,7,2013-01-06T22:00:00Z
2013,1,6,1713,1710,3,1947,2005,-18,UA,1615,N14237,EWR,LAS,305,2227,17,10,2013-01-06T22:00:00Z
2013,1,6,1715,1720,-5,2017,2040,-23,AA,1999,N5EGAA,EWR,MIA,159,1085,17,20,2013-01-06T22:00:00Z
2013,1,6,1716,1625,51,1902,1802,60,EV,4702,N17984,EWR,GSO,83,445,16,25,2013-01-06T21:00:00Z
2013,1,6,1721,1644,37,1912,1820,52,EV,4485,N13958,EWR,RDU,75,416,16,44,2013-01-06T21:00:00Z
2013,1,6,1721,1705,16,1901,1905,-4,WN,440,N790SW,EWR,STL,130,872,17,5,2013-01-06T22:00:00Z
2013,1,6,1722,1653,29,2018,1925,53,EV,4705,N15973,EWR,ATL,139,746,16,53,2013-01-06T21:00:00Z
2013,1,6,1724,1726,-2,1912,1859,13,EV,3843,N14991,EWR,PIT,62,319,17,26,2013-01-06T22:00:00Z
2013,1,6,1724,1729,-5,2029,2046,-17,DL,1185,N3731T,EWR,SLC,268,1969,17,29,2013-01-06T22:00:00Z
2013,1,6,1728,1730,-2,1938,1926,12,US,449,N651AW,EWR,CLT,95,529,17,30,2013-01-06T22:00:00Z
2013,1,6,1731,1725,6,2037,2023,14,UA,1134,N41135,EWR,IAH,212,1400,17,25,2013-01-06T22:00:00Z
2013,1,6,1732,1706,26,2055,2038,17,UA,1284,N14107,EWR,SFO,342,2565,17,6,2013-01-06T22:00:00Z
2013,1,6,1736,1730,6,2049,2022,27,UA,1109,N18112,EWR,MCO,150,937,17,30,2013-01-06T22:00:00Z
2013,1,6,1737,1729,8,1957,1935,22,EV,4382,N13202,EWR,DTW,84,488,17,29,2013-01-06T22:00:00Z
2013,1,6,1749,1706,43,1937,1855,42,EV,4202,N11548,EWR,STL,140,872,17,6,2013-01-06T22:00:00Z
2013,1,6,1749,1750,-1,2054,2107,-13,UA,1228,N54711,EWR,SAN,334,2425,17,50,2013-01-06T22:00:00Z
2013,1,6,1750,1635,75,2031,1856,95,EV,3805,N12126,EWR,SAV,127,708,16,35,2013-01-06T21:00:00Z
2013,1,6,1750,1722,28,1919,1844,35,EV,4300,N14570,EWR,RIC,55,277,17,22,2013-01-06T22:00:00Z
2013,1,6,1752,1730,22,1913,1855,18,WN,216,N291WN,EWR,MDW,111,711,17,30,2013-01-06T22:00:00Z
2013,1,6,1753,1754,-1,2113,2100,13,UA,1637,N76514,EWR,TPA,168,997,17,54,2013-01-06T22:00:00Z
2013,1,6,1755,1619,96,1858,1723,95,EV,4271,N14916,EWR,ALB,30,143,16,19,2013-01-06T21:00:00Z
2013,1,6,1758,1800,-2,1906,1910,-4,WN,808,N957WN,EWR,BWI,39,169,18,0,2013-01-06T23:00:00Z
2013,1,6,1801,1524,157,1923,1648,155,EV,4581,N11106,EWR,MKE,111,725,15,24,2013-01-06T20:00:00Z
2013,1,6,1802,1804,-2,2048,2110,-22,UA,709,N822UA,EWR,DFW,194,1372,18,4,2013-01-06T23:00:00Z
2013,1,6,1804,1721,43,2034,1929,65,EV,4301,N11565,EWR,CVG,110,569,17,21,2013-01-06T22:00:00Z
2013,1,6,1806,1750,16,2112,2045,27,B6,527,N529JB,EWR,MCO,148,937,17,50,2013-01-06T22:00:00Z
2013,1,6,1813,1820,-7,2118,2150,-32,AA,119,N3BKAA,EWR,LAX,326,2454,18,20,2013-01-06T23:00:00Z
2013,1,6,1816,1815,1,2045,2050,-5,DL,926,N306DQ,EWR,ATL,118,746,18,15,2013-01-06T23:00:00Z
2013,1,6,1816,1810,6,2143,2150,-7,UA,979,N818UA,EWR,PHX,296,2133,18,10,2013-01-06T23:00:00Z
2013,1,6,1817,1815,2,2146,2130,16,AS,7,N551AS,EWR,SEA,350,2402,18,15,2013-01-06T23:00:00Z
2013,1,6,1817,1745,32,2124,2042,42,B6,547,N644JB,EWR,PBI,153,1023,17,45,2013-01-06T22:00:00Z
2013,1,6,1817,1702,75,2121,2020,61,UA,1222,N27205,EWR,LAX,327,2454,17,2,2013-01-06T22:00:00Z
2013,1,6,1818,1815,3,2015,2032,-17,EV,5054,N717EV,EWR,MSP,145,1008,18,15,2013-01-06T23:00:00Z
2013,1,6,1818,1811,7,2019,1952,27,UA,1053,N27724,EWR,CLE,71,404,18,11,2013-01-06T23:00:00Z
2013,1,6,1822,1815,7,2210,2134,36,UA,1165,N12221,EWR,LAX,330,2454,18,15,2013-01-06T23:00:00Z
2013,1,6,1824,1830,-6,2045,2044,1,9E,3716,N8896A,EWR,DTW,88,488,18,30,2013-01-06T23:00:00Z
2013,1,6,1828,1804,24,2030,1944,46,UA,326,N402UA,EWR,ORD,106,719,18,4,2013-01-06T23:00:00Z
2013,1,6,1830,1815,15,2210,2122,48,UA,1612,N78448,EWR,SEA,342,2402,18,15,2013-01-06T23:00:00Z
2013,1,6,1830,1829,1,2040,2032,8,US,1973,N409US,EWR,CLT,91,529,18,29,2013-01-06T23:00:00Z
2013,1,6,1833,1840,-7,2008,2020,-12,MQ,3730,N8EGMQ,EWR,ORD,109,719,18,40,2013-01-06T23:00:00Z
2013,1,6,1835,1819,16,2154,2140,14,UA,1656,N16709,EWR,SNA,341,2434,18,19,2013-01-06T23:00:00Z
2013,1,6,1835,1815,20,2100,2034,26,UA,428,N474UA,EWR,DEN,222,1605,18,15,2013-01-06T23:00:00Z
2013,1,6,1837,1758,39,2115,2014,61,EV,4573,N16112,EWR,MCI,168,1092,17,58,2013-01-06T22:00:00Z
2013,1,6,1839,1836,3,2118,2031,47,EV,4437,N15912,EWR,CAE,115,602,18,36,2013-01-06T23:00:00Z
2013,1,6,1851,1831,20,2023,1955,28,UA,1703,N27213,EWR,BOS,41,200,18,31,2013-01-06T23:00:00Z
2013,1,6,1857,1830,27,2020,1943,37,EV,4520,N14542,EWR,PWM,44,284,18,30,2013-01-06T23:00:00Z
2013,1,6,1904,1910,-6,2111,2118,-7,EV,4543,N12142,EWR,DSM,152,1017,19,10,2013-01-07T00:00:00Z
2013,1,6,1908,1845,23,2116,2050,26,EV,4227,N14904,EWR,GRR,95,605,18,45,2013-01-06T23:00:00Z
2013,1,6,1908,1910,-2,2205,2215,-10,AA,2075,N4YLAA,EWR,DFW,194,1372,19,10,2013-01-07T00:00:00Z
2013,1,6,1913,1916,-3,2046,2038,8,EV,4131,N16919,EWR,RIC,56,277,19,16,2013-01-07T00:00:00Z
2013,1,6,1914,1915,-1,2202,2137,25,EV,4085,N14203,EWR,OMA,163,1134,19,15,2013-01-07T00:00:00Z
2013,1,6,1919,1906,13,2139,2115,24,EV,4627,N27962,EWR,CLT,109,529,19,6,2013-01-07T00:00:00Z
2013,1,6,1922,1915,7,2233,2221,12,UA,1607,N76522,EWR,PBI,159,1023,19,15,2013-01-07T00:00:00Z
2013,1,6,1932,1910,22,2318,2204,74,UA,347,N460UA,EWR,LAS,304,2227,19,10,2013-01-07T00:00:00Z
2013,1,6,1932,1932,0,2243,2243,0,UA,1574,N18220,EWR,FLL,166,1065,19,32,2013-01-07T00:00:00Z
2013,1,6,1933,1915,18,34,8,26,UA,1669,N12225,EWR,SJU,211,1608,19,15,2013-01-07T00:00:00Z
2013,1,6,1936,1940,-4,2052,2100,-8,WN,633,N434WN,EWR,MDW,110,711,19,40,2013-01-07T00:00:00Z
2013,1,6,1941,1929,12,2159,2130,29,EV,4532,N13118,EWR,CHS,109,628,19,29,2013-01-07T00:00:00Z
2013,1,6,1942,1941,1,2057,2113,-16,UA,120,N34282,EWR,ORD,111,719,19,41,2013-01-07T00:00:00Z
2013,1,6,1944,1910,34,2121,2043,38,EV,4191,N13978,EWR,BNA,129,748,19,10,2013-01-07T00:00:00Z
2013,1,6,1946,1930,16,2228,2215,13,EV,4204,N14143,EWR,OKC,190,1325,19,30,2013-01-07T00:00:00Z
2013,1,6,1950,1929,21,2208,2135,33,EV,4536,N14923,EWR,CVG,104,569,19,29,2013-01-07T00:00:00Z
2013,1,6,1953,1952,1,2109,2102,7,EV,4312,N48901,EWR,DCA,51,199,19,52,2013-01-07T00:00:00Z
2013,1,6,1956,1945,11,2247,2316,-29,UA,1482,N75425,EWR,SFO,322,2565,19,45,2013-01-07T00:00:00Z
2013,1,6,1957,2005,-8,2119,2133,-14,EV,4224,N26549,EWR,MKE,112,725,20,5,2013-01-07T01:00:00Z
2013,1,6,1958,2002,-4,2131,2140,-9,UA,1018,N15710,EWR,CLE,68,404,20,2,2013-01-07T01:00:00Z
2013,1,6,2002,2000,2,2224,2208,16,EV,3822,N13995,EWR,TYS,111,631,20,0,2013-01-07T01:00:00Z
2013,1,6,2004,2005,-1,2113,2109,4,EV,4309,N14953,EWR,ALB,31,143,20,5,2013-01-07T01:00:00Z
2013,1,6,2008,1947,21,2140,2112,28,EV,4412,N11164,EWR,BUF,55,282,19,47,2013-01-07T00:00:00Z
2013,1,6,2008,2000,8,2325,2318,7,UA,890,N418UA,EWR,MIA,164,1085,20,0,2013-01-07T01:00:00Z
2013,1,6,2010,2000,10,2206,2137,29,EV,4106,N12921,EWR,GSO,89,445,20,0,2013-01-07T01:00:00Z
2013,1,6,2012,1936,36,2244,2208,36,EV,4333,N13161,EWR,TUL,187,1215,19,36,2013-01-07T00:00:00Z
2013,1,6,2014,1939,35,2310,2237,33,UA,1416,N37253,EWR,IAH,210,1400,19,39,2013-01-07T00:00:00Z
2013,1,6,2020,2022,-2,2307,2328,-21,UA,299,N494UA,EWR,DFW,205,1372,20,22,2013-01-07T01:00:00Z
2013,1,6,2024,2005,19,2330,2311,19,UA,983,N487UA,EWR,TPA,159,997,20,5,2013-01-07T01:00:00Z
2013,1,6,2028,2030,-2,2335,2341,-6,UA,1417,N77261,EWR,FLL,165,1065,20,30,2013-01-07T01:00:00Z
2013,1,6,2035,2039,-4,2144,2143,1,EV,4695,N27200,EWR,MHT,42,209,20,39,2013-01-07T01:00:00Z
2013,1,6,2038,2005,33,2241,2204,37,EV,4133,N12922,EWR,GSP,103,594,20,5,2013-01-07T01:00:00Z
2013,1,6,2045,2005,40,2329,2258,31,UA,405,N403UA,EWR,MCO,146,937,20,5,2013-01-07T01:00:00Z
2013,1,6,2048,2040,8,2200,2149,11,B6,1178,N267JB,EWR,BOS,48,200,20,40,2013-01-07T01:00:00Z
2013,1,6,2054,2043,11,143,134,9,UA,1071,N73259,EWR,BQN,210,1585,20,43,2013-01-07T01:00:00Z
2013,1,6,2100,2029,31,2243,2218,25,EV,3833,N18557,EWR,STL,132,872,20,29,2013-01-07T01:00:00Z
2013,1,6,2104,2039,25,6,2338,28,UA,1225,N17719,EWR,PBI,163,1023,20,39,2013-01-07T01:00:00Z
2013,1,6,2110,2100,10,2212,2220,-8,MQ,3744,N512MQ,EWR,ORD,106,719,21,0,2013-01-07T02:00:00Z
2013,1,6,2111,2037,34,2208,2156,12,UA,1243,N73256,EWR,BOS,41,200,20,37,2013-01-07T01:00:00Z
2013,1,6,2113,2110,3,2232,2222,10,EV,4119,N13132,EWR,RIC,55,277,21,10,2013-01-07T02:00:00Z
2013,1,6,2125,2129,-4,2224,2224,0,EV,4619,N22909,EWR,PHL,22,80,21,29,2013-01-07T02:00:00Z
2013,1,6,2126,2102,24,2342,2317,25,EV,3819,N10575,EWR,SDF,116,642,21,2,2013-01-07T02:00:00Z
2013,1,6,2130,2029,61,2325,2233,52,EV,4348,N14171,EWR,MSP,154,1008,20,29,2013-01-07T01:00:00Z
2013,1,6,2132,1929,123,2237,2049,108,EV,4108,N14916,EWR,IAD,48,212,19,29,2013-01-07T00:00:00Z
2013,1,6,2137,2129,8,2237,2234,3,EV,4698,N33182,EWR,DCA,41,199,21,29,2013-01-07T02:00:00Z
2013,1,6,2144,2129,15,2246,2238,8,UA,1066,N76528,EWR,BOS,44,200,21,29,2013-01-07T02:00:00Z
2013,1,6,2147,2159,-12,2254,2306,-12,EV,4322,N19554,EWR,PWM,50,284,21,59,2013-01-07T02:00:00Z
2013,1,6,2148,2125,23,2245,2224,21,EV,4404,N13958,EWR,PVD,30,160,21,25,2013-01-07T02:00:00Z
2013,1,6,2149,2025,84,104,2342,82,UA,1593,N76516,EWR,PDX,353,2434,20,25,2013-01-07T01:00:00Z
2013,1,6,2202,2159,3,2256,2300,-4,EV,4162,N13955,EWR,BWI,36,169,21,59,2013-01-07T02:00:00Z
2013,1,6,2205,2159,6,114,2315,NA,EV,4257,N14991,EWR,BTV,NA,266,21,59,2013-01-07T02:00:00Z
2013,1,6,2215,2115,60,54,2357,57,B6,529,N589JB,EWR,MCO,144,937,21,15,2013-01-07T02:00:00Z
2013,1,6,2219,2145,34,130,39,51,B6,515,N318JB,EWR,FLL,172,1065,21,45,2013-01-07T02:00:00Z
2013,1,6,2229,2040,109,107,2312,115,EV,4645,N11547,EWR,JAX,143,820,20,40,2013-01-07T01:00:00Z
2013,1,6,NA,845,NA,NA,1105,NA,EV,4364,N33182,EWR,MCI,NA,1092,8,45,2013-01-06T13:00:00Z
2013,1,7,454,500,-6,637,648,-11,US,1117,N566UW,EWR,CLT,86,529,5,0,2013-01-07T10:00:00Z
2013,1,7,523,525,-2,758,820,-22,UA,1545,N78506,EWR,IAH,195,1400,5,25,2013-01-07T10:00:00Z
2013,1,7,545,600,-15,646,709,-23,B6,380,N588JB,EWR,BOS,40,200,6,0,2013-01-07T11:00:00Z
2013,1,7,555,600,-5,741,801,-20,EV,4911,N720EV,EWR,DTW,86,488,6,0,2013-01-07T11:00:00Z
2013,1,7,555,600,-5,850,859,-9,B6,507,N529JB,EWR,FLL,154,1065,6,0,2013-01-07T11:00:00Z
2013,1,7,556,600,-4,711,735,-24,MQ,3768,N526MQ,EWR,ORD,111,719,6,0,2013-01-07T11:00:00Z
2013,1,7,559,600,-1,712,716,-4,EV,4201,N11113,EWR,IAD,42,212,6,0,2013-01-07T11:00:00Z
2013,1,7,559,601,-2,711,725,-14,EV,4708,N13964,EWR,MKE,116,725,6,1,2013-01-07T11:00:00Z
2013,1,7,559,610,-11,854,910,-16,AA,1895,N5CRAA,EWR,MIA,150,1085,6,10,2013-01-07T11:00:00Z
2013,1,7,603,608,-5,718,725,-7,UA,370,N815UA,EWR,BOS,41,200,6,8,2013-01-07T11:00:00Z
2013,1,7,604,610,-6,757,818,-21,EV,4941,N708EV,EWR,MSP,152,1008,6,10,2013-01-07T11:00:00Z
2013,1,7,607,610,-3,718,735,-17,WN,3839,N925WN,EWR,MDW,113,711,6,10,2013-01-07T11:00:00Z
2013,1,7,607,608,-1,741,755,-14,UA,654,N842UA,EWR,CLE,67,404,6,8,2013-01-07T11:00:00Z
2013,1,7,613,615,-2,820,842,-22,DL,575,N346NB,EWR,ATL,109,746,6,15,2013-01-07T11:00:00Z
2013,1,7,617,625,-8,748,744,4,EV,4533,N16561,EWR,BUF,53,282,6,25,2013-01-07T11:00:00Z
2013,1,7,619,607,12,815,819,-4,EV,4559,N11548,EWR,CVG,93,569,6,7,2013-01-07T11:00:00Z
2013,1,7,622,625,-3,707,730,-23,WN,3127,N762SW,EWR,BWI,31,169,6,25,2013-01-07T11:00:00Z
2013,1,7,623,630,-7,802,831,-29,US,1507,N172US,EWR,CLT,77,529,6,30,2013-01-07T11:00:00Z
2013,1,7,624,630,-6,908,934,-26,UA,1627,N13718,EWR,PBI,149,1023,6,30,2013-01-07T11:00:00Z
2013,1,7,625,634,-9,928,935,-7,UA,772,N571UA,EWR,MIA,158,1085,6,34,2013-01-07T11:00:00Z
2013,1,7,627,630,-3,831,847,-16,EV,4419,N15910,EWR,IND,96,645,6,30,2013-01-07T11:00:00Z
2013,1,7,628,630,-2,743,800,-17,EV,4560,N12122,EWR,PIT,52,319,6,30,2013-01-07T11:00:00Z
2013,1,7,632,635,-3,925,1002,-37,UA,421,N849UA,EWR,SFO,339,2565,6,35,2013-01-07T11:00:00Z
2013,1,7,633,636,-3,753,808,-15,EV,3839,N14562,EWR,BNA,110,748,6,36,2013-01-07T11:00:00Z
2013,1,7,634,640,-6,845,900,-15,EV,4122,N48901,EWR,SDF,101,642,6,40,2013-01-07T11:00:00Z
2013,1,7,635,635,0,936,1019,-43,UA,849,N444UA,EWR,PHX,285,2133,6,35,2013-01-07T11:00:00Z
2013,1,7,639,639,0,923,957,-34,UA,910,N843UA,EWR,AUS,207,1504,6,39,2013-01-07T11:00:00Z
2013,1,7,640,645,-5,833,846,-13,US,926,N193UW,EWR,CLT,84,529,6,45,2013-01-07T11:00:00Z
2013,1,7,643,647,-4,913,954,-41,UA,719,N826UA,EWR,DFW,191,1372,6,47,2013-01-07T11:00:00Z
2013,1,7,644,645,-1,749,757,-8,EV,4241,N13968,EWR,DCA,46,199,6,45,2013-01-07T11:00:00Z
2013,1,7,644,627,17,945,936,9,UA,1701,N67134,EWR,FLL,158,1065,6,27,2013-01-07T11:00:00Z
2013,1,7,659,633,26,815,813,2,EV,4424,N13955,EWR,RDU,61,416,6,33,2013-01-07T11:00:00Z
2013,1,7,659,700,-1,758,815,-17,UA,1209,N27722,EWR,BOS,38,200,7,0,2013-01-07T12:00:00Z
2013,1,7,700,704,-4,912,932,-20,EV,4304,N13124,EWR,MSY,168,1167,7,4,2013-01-07T12:00:00Z
2013,1,7,702,705,-3,951,1018,-27,UA,604,N595UA,EWR,LAX,314,2454,7,5,2013-01-07T12:00:00Z
2013,1,7,706,705,1,956,1015,-19,WN,3483,N905WN,EWR,HOU,208,1411,7,5,2013-01-07T12:00:00Z
2013,1,7,706,700,6,845,836,9,UA,1162,N76269,EWR,ORD,118,719,7,0,2013-01-07T12:00:00Z
2013,1,7,707,710,-3,854,850,4,MQ,3737,N3AEMQ,EWR,ORD,118,719,7,10,2013-01-07T12:00:00Z
2013,1,7,707,654,13,920,913,7,UA,1665,N38459,EWR,DEN,225,1605,6,54,2013-01-07T11:00:00Z
2013,1,7,709,705,4,933,948,-15,UA,1506,N73270,EWR,LAS,296,2227,7,5,2013-01-07T12:00:00Z
2013,1,7,712,705,7,959,1034,-35,UA,1655,N54711,EWR,SNA,331,2434,7,5,2013-01-07T12:00:00Z
2013,1,7,715,634,41,845,822,23,EV,4334,N13202,EWR,CMH,63,463,6,34,2013-01-07T11:00:00Z
2013,1,7,716,715,1,1017,1027,-10,UA,1299,N37287,EWR,RSW,163,1068,7,15,2013-01-07T12:00:00Z
2013,1,7,720,722,-2,835,857,-22,UA,393,N446UA,EWR,ORD,113,719,7,22,2013-01-07T12:00:00Z
2013,1,7,721,720,1,1016,1023,-7,UA,1724,N16217,EWR,PBI,150,1023,7,20,2013-01-07T12:00:00Z
2013,1,7,722,730,-8,959,1040,-41,AA,2083,N4XEAA,EWR,DFW,176,1372,7,30,2013-01-07T12:00:00Z
2013,1,7,727,725,2,1100,1030,30,AS,11,N537AS,EWR,SEA,364,2402,7,25,2013-01-07T12:00:00Z
2013,1,7,735,705,30,1017,1000,17,UA,305,N416UA,EWR,MCO,137,937,7,5,2013-01-07T12:00:00Z
2013,1,7,742,740,2,910,927,-17,EV,4099,N13958,EWR,STL,130,872,7,40,2013-01-07T12:00:00Z
2013,1,7,742,745,-3,1230,1234,-4,UA,1481,N75858,EWR,SJU,207,1608,7,45,2013-01-07T12:00:00Z
2013,1,7,750,752,-2,1034,1058,-24,UA,451,N507UA,EWR,IAH,200,1400,7,52,2013-01-07T12:00:00Z
2013,1,7,752,759,-7,849,909,-20,EV,4457,N14953,EWR,MHT,41,209,7,59,2013-01-07T12:00:00Z
2013,1,7,752,740,12,1041,1045,-4,UA,1179,N37273,EWR,TPA,147,997,7,40,2013-01-07T12:00:00Z
2013,1,7,754,759,-5,907,916,-9,EV,4392,N22909,EWR,SYR,44,195,7,59,2013-01-07T12:00:00Z
2013,1,7,755,759,-4,1033,1115,-42,UA,1539,N26208,EWR,DFW,183,1372,7,59,2013-01-07T12:00:00Z
2013,1,7,759,800,-1,1039,1054,-15,B6,517,N603JB,EWR,MCO,139,937,8,0,2013-01-07T13:00:00Z
2013,1,7,801,803,-2,1014,1025,-11,EV,5663,N11164,EWR,OMA,167,1134,8,3,2013-01-07T13:00:00Z
2013,1,7,802,759,3,1003,1010,-7,EV,4214,N21197,EWR,MSP,158,1008,7,59,2013-01-07T12:00:00Z
2013,1,7,808,815,-7,955,1015,-20,US,675,N669AW,EWR,CLT,82,529,8,15,2013-01-07T13:00:00Z
2013,1,7,810,810,0,907,924,-17,B6,1172,N267JB,EWR,BOS,38,200,8,10,2013-01-07T13:00:00Z
2013,1,7,811,800,11,1126,1140,-14,WN,1558,N947WN,EWR,PHX,293,2133,8,0,2013-01-07T13:00:00Z
2013,1,7,817,822,-5,1000,1019,-19,EV,4691,N12924,EWR,DAY,84,533,8,22,2013-01-07T13:00:00Z
2013,1,7,819,808,11,1014,1013,1,EV,4230,N21537,EWR,GRR,99,605,8,8,2013-01-07T13:00:00Z
2013,1,7,820,827,-7,954,1031,-37,EV,4652,N14542,EWR,MYR,80,550,8,27,2013-01-07T13:00:00Z
2013,1,7,823,810,13,956,1007,-11,EV,4537,N12967,EWR,MEM,137,946,8,10,2013-01-07T13:00:00Z
2013,1,7,824,630,114,1007,845,82,EV,4471,N14907,EWR,CLT,79,529,6,30,2013-01-07T11:00:00Z
2013,1,7,827,829,-2,931,955,-24,EV,3259,N12567,EWR,PWM,47,284,8,29,2013-01-07T13:00:00Z
2013,1,7,831,803,28,940,918,22,EV,4233,N15973,EWR,BTV,49,266,8,3,2013-01-07T13:00:00Z
2013,1,7,831,834,-3,1116,1137,-21,UA,1117,N34460,EWR,MCO,138,937,8,34,2013-01-07T13:00:00Z
2013,1,7,832,830,2,935,950,-15,WN,369,N467WN,EWR,MDW,108,711,8,30,2013-01-07T13:00:00Z
2013,1,7,834,835,-1,1143,1215,-32,UA,1480,N33294,EWR,SFO,344,2565,8,35,2013-01-07T13:00:00Z
2013,1,7,834,830,4,1145,1146,-1,UA,1601,N37293,EWR,FLL,169,1065,8,30,2013-01-07T13:00:00Z
